(0,9.40)
(1,9.40)
(2,9.41)
(3,9.40)
(4,9.40)
(5,9.41)
(6,9.38)
(7,9.42)
(8,9.39)
(9,9.40)
(10,9.41)
(11,9.40)
(12,9.39)
(13,9.41)
(14,9.41)
(15,9.39)
(16,9.42)
(17,9.40)
(18,9.41)
(19,9.40)
(20,9.40)
(21,9.41)
(22,9.39)
(23,9.41)
(24,9.40)
(25,9.41)
(26,9.41)
(27,9.40)
(28,9.39)
(29,9.42)
(30,9.39)
(31,9.39)
(32,9.42)
(33,9.40)
(34,9.41)
(35,9.40)
(36,9.40)
(37,9.41)
(38,9.40)
(39,9.41)
(40,9.41)
(41,9.40)
(42,9.40)
(43,9.39)
(44,9.40)
(45,9.41)
(46,9.39)
(47,9.42)
(48,9.38)
(49,9.41)
(50,9.42)
(51,9.40)
(52,9.40)
(53,9.40)
(54,9.40)
(55,9.40)
(56,9.40)
(57,9.41)
(58,9.40)
(59,9.40)
(60,9.39)
(61,9.41)
(62,9.40)
(63,9.40)
(64,9.41)
(65,9.41)
(66,9.40)
(67,9.40)
(68,9.40)
(69,9.41)
(70,9.40)
(71,9.40)
(72,9.41)
(73,9.40)
(74,9.41)
(75,9.39)
(76,9.40)
(77,9.41)
(78,9.41)
(79,9.41)
(80,9.39)
(81,9.42)
(82,9.38)
(83,9.41)
(84,9.40)
(85,9.41)
(86,9.40)
(87,9.41)
(88,9.40)
(89,9.41)
(90,9.42)
(91,9.39)
(92,9.39)
(93,9.42)
(94,9.41)
(95,9.39)
(96,9.40)
(97,9.41)
(98,9.38)
(99,9.41)
(100,9.40)
(101,9.41)
(102,9.40)
(103,9.40)
(104,9.41)
(105,9.41)
(106,9.39)
(107,9.41)
(108,9.41)
(109,9.39)
(110,9.40)
(111,9.42)
(112,9.38)
(113,9.39)
(114,9.42)
(115,9.40)
(116,9.40)
(117,9.41)
(118,9.40)
(119,9.40)
(120,9.40)
(121,9.40)
(122,9.41)
(123,9.41)
(124,9.39)
(125,9.40)
(126,9.41)
(127,9.41)
(128,9.40)
(129,9.40)
(130,9.40)
(131,9.41)
(132,9.39)
(133,9.40)
(134,9.42)
(135,9.39)
(136,9.41)
(137,9.40)
(138,9.40)
(139,9.41)
(140,9.41)
(141,9.38)
(142,9.41)
(143,9.41)
(144,9.38)
(145,9.41)
(146,9.40)
(147,9.41)
(148,9.41)
(149,9.40)
(150,9.40)
(151,9.40)
(152,9.39)
(153,9.43)
(154,9.39)
(155,9.41)
(156,9.39)
(157,9.41)
(158,9.40)
(159,9.40)
(160,9.41)
(161,9.40)
(162,9.40)
(163,9.40)
(164,9.40)
(165,9.40)
(166,9.41)
(167,9.41)
(168,9.41)
(169,9.39)
(170,9.40)
(171,9.41)
(172,9.39)
(173,9.41)
(174,9.40)
(175,9.40)
(176,9.40)
(177,9.40)
(178,9.40)
(179,9.42)
(180,9.39)
(181,9.40)
(182,9.40)
(183,9.39)
(184,9.40)
(185,9.41)
(186,9.40)
(187,9.40)
(188,9.43)
(189,9.38)
(190,9.42)
(191,9.39)
(192,9.41)
(193,9.38)
(194,9.41)
(195,9.41)
(196,9.41)
(197,9.39)
(198,9.42)
(199,9.39)
(200,9.41)
(201,9.40)
(202,9.41)
(203,9.40)
(204,9.41)
(205,9.40)
(206,9.40)
(207,9.41)
(208,9.40)
(209,9.40)
(210,9.40)
(211,9.40)
(212,9.40)
(213,9.40)
(214,9.40)
(215,9.41)
(216,9.39)
(217,9.41)
(218,9.40)
(219,9.40)
(220,9.41)
(221,9.41)
(222,9.39)
(223,9.40)
(224,9.40)
(225,9.40)
(226,9.41)
(227,9.40)
(228,9.39)
(229,9.41)
(230,9.41)
(231,9.40)
(232,9.39)
(233,9.39)
(234,9.40)
(235,9.42)
(236,9.39)
(237,9.41)
(238,9.39)
(239,9.42)
(240,9.40)
(241,9.40)
(242,9.41)
(243,9.40)
(244,9.40)
(245,9.40)
(246,9.41)
(247,9.40)
(248,9.38)
(249,9.43)
(250,9.39)
(251,9.41)
(252,9.40)
(253,9.41)
(254,9.40)
(255,9.41)
(256,9.40)
(257,9.39)
(258,9.40)
(259,9.40)
(260,9.42)
(261,9.41)
(262,9.40)
(263,9.38)
(264,9.40)
(265,9.42)
(266,9.40)
(267,9.42)
(268,9.38)
(269,9.40)
(270,9.40)
(271,9.42)
(272,9.39)
(273,9.42)
(274,9.39)
(275,9.40)
(276,9.41)
(277,9.40)
(278,9.40)
(279,9.41)
(280,9.39)
(281,9.41)
(282,9.40)
(283,9.40)
(284,9.41)
(285,9.42)
(286,9.39)
(287,9.40)
(288,9.41)
(289,9.40)
(290,9.38)
(291,9.42)
(292,9.40)
(293,9.41)
(294,9.41)
(295,9.39)
(296,9.41)
(297,9.40)
(298,9.41)
(299,9.40)
